id	status	priority	kind	title	evidence
catalog-c4-grading	DONE	launch-critical	process-rule	C4 grading reality: QuickJS isolate cannot grade React/ClientProvider/Wallet Standard/UI state machines — module 2 and parts of module 3 ship as prose	C4 authoring issue #674 CLOSED. connect-with-wallet-standard/intro.md opens with 'Why there is no graded exercise here… a React component and live Wallet Standard discovery cannot be graded' — ships as prose+prose+quiz; first-signed-deposit's code block is a p
catalog-c4-l1	DONE	high	content-item	C4 idl-to-typed-client: documented renderVisitor writes to filesystem and cannot run in our runner — use in-memory render-map export; VERIFY the exact	idl-to-typed-client: fallback applied — intro.md:33 'The documented renderVisitor writes files to disk, and this lesson's runner is a sandbox with no filesystem — so codegen does not run here. It runs later, in your CI workflow (lesson 4)'; lesson ships as rea
catalog-c4-l2	DONE	high	content-item	C4 wrap-the-generated-client: hammer THE RULE — generated code is regenerated output, never edit it, always wrap it; Kit types (Address, bigint) not P	wrap-the-generated-client: thesis stated in bold — 'Generated code is regenerated output. Never edit it — always wrap it' (intro.md:9); 4 numbered subgoals in the starter (1-2 pre-filled, 3-4 authored) each covered by visible tests in ts/tests.json whose descr
catalog-c4-l3	DONE	high	content-item	C4 package-surface: graded block is classifyChange(before,after): major|minor|patch over hidden IDL-diff fixtures (A3 ruling — keeps a graded rung); t	package-surface-and-readme: classifyChange(before,after) -> 'major'|'minor'|'patch' graded code block ships with 6 IDL-diff fixtures in ts/tests.json (incl. added-field=major decoy); peerDependencies '@solana/kit: >=7 <8' taught with rationale; exports map wit
catalog-c4-l4	DONE	high	content-item	C4 publish-the-package: teach npm trusted publishing (OIDC) from Actions as primary, NPM_TOKEN as fallback; pre-empt the #1 failure — scoped packages 	publish-the-package: OIDC trusted publishing taught as primary ('no NPM_TOKEN secret anywhere', permissions id-token:write, npm CLI ≥11.5.1, trusted-publisher setup step named); NPM_TOKEN + --provenance --access public as explicit fallback (intro.md:34); 402 t
catalog-c4-l5	DONE	launch-critical	content-item	C4 connect-with-wallet-standard: HIGHEST-PRIORITY STALE TRAP — zero occurrences of ConnectionProvider/WalletProvider/WalletModalProvider/PhantomWallet	courses-academy@main courses/dapp-and-sdk-with-kit/lessons/connect-with-wallet-standard/ (merged via PR #18): blocks are prose intro + prose walkthrough + quiz only — no graded code block, with an explicit callout 'Why there is no graded exercise here' (no-DOM
catalog-c4-l6	PARTIAL	high	content-item	C4 signers-chains-and-the-legacy-seam (concept-retrieval): teach the wallet-account-signer taxonomy incl. who broadcasts; teach reading useWallet()/pu	courses-academy courses/dapp-and-sdk-with-kit/lessons/signers-chains-and-the-legacy-seam/: feature→signer→broadcaster taxonomy table incl. 'Who broadcasts' column; quiz q1 is the broadcaster-prediction item; graded block is selectSigner — a pure function over 
catalog-c4-l7	DONE	high	content-item	C4 first-signed-deposit: npm i from the REAL registry (not local path) — first proof the package works for someone else; deliberately NO compute-budge	courses-academy courses/dapp-and-sdk-with-kit/lessons/first-signed-deposit/: intro.md mandates 'npm i @your-scope/vault-client' from the real registry and explains why file:../client 'proves nothing'; quiz q1 tests exactly the file:-path trap. CU deferral expl
catalog-c4-l8	DONE	launch-critical	content-item	C4 simulate-before-you-send: CORRECTED TRIO (reviewer accepted) — fillTransactionMessageProvisoryResourceLimits → estimateResourceLimitsFactory → esti	courses-academy courses/dapp-and-sdk-with-kit/lessons/simulate-before-you-send/: intro.md teaches exactly the trio fillTransactionMessageProvisoryResourceLimits → estimateResourceLimitsFactory({rpc}) → estimateAndSetResourceLimitsFactory(estimator) with a vers
catalog-c4-l9	DONE	high	content-item	C4 price-the-priority-fee: getRecentPrioritizationFees must receive the WRITABLE account addresses (vault PDA + fee payer), not an empty array (the es	courses-academy courses/dapp-and-sdk-with-kit/lessons/price-the-priority-fee/: intro.md — getRecentPrioritizationFees must get the writable accounts 'the vault PDA and the fee payer — not an empty array. An empty array is the mistake that makes every estimate 
catalog-c4-l10	DONE	high	content-item	C4 states-errors-and-reads: PROMOTED to independent-write (A6 — guidance must not move backwards across the path); no connection.confirmTransaction ex	courses-academy courses/dapp-and-sdk-with-kit/lessons/states-errors-and-reads/: graded nextUiState(current,event) pure reducer, 'The spec is in the starter; there is no pattern shown. It is graded on hidden fixtures' (independent-write, A6); ts/tests.json has 
catalog-c4-l11	DONE	high	content-item	C4 what-you-shipped: do NOT promise a frontend job ($5,000 frontend listing drew 731 subs vs SDK/tooling 11–52); thesis line 'ship the package, not ju	courses-academy courses/dapp-and-sdk-with-kit/lessons/what-you-shipped/: intro.md line 21 'This is not a frontend job promise. The $5,000 frontend-only listing drew 731 submissions; the SDK and tooling listings sit at 11–52. The odds are on the package, not th
catalog-c5-deps	PARTIAL	launch-critical	content-item	C5 dependency seam RESOLVED (#598): author on @solana/kit@6.10.0 (NOT 7.0.0), @solana-program/token@0.14.0, @solana/subscriptions@0.4.0 exact, @x402/*	Decision recorded: #598 CLOSED 2026-07-26T00:19Z; ruling in monorepo docs/superpowers/specs/2026-07-25-UNIFIED-LAUNCH-SPEC.md §3 item 9 and 2026-07-25-catalog-redesign-spec.md lines 284-286 = pin the whole set to the kit-6 shelf: @solana/kit@6.10.0 + @solana-p
catalog-c5-unblocked	DONE	high	decision	C5 is the only course with no build-server dependency (TS-only, pure functions over fixtures by design) — can be authored and shipped first if the too	C5 fully authored and merged: courses-academy PR #6 'content: course 5 — Stablecoin & Agentic Payments (9 lessons)' merged 2026-07-26T14:13Z, plus PR #15 (quiz explanations) 2026-07-26T20:09Z. Verified TS-only with zero build-server dependency: every graded bl
catalog-c5-bcb	PARTIAL	launch-critical	process-rule	BCB-561 re-verification protocol: before 2026-10-01 re-verify the regulation's final text, the taught boundary, the no-remittance invariant, and follo	#603 CLOSED. Workflow exists in monorepo snapshot at .github/workflows/bcb-561-reverify-alarm.yml: weekly cron '23 9 * * 1' with ARM_START=2026-09-01 / ARM_END=2026-10-01 date gate (fires weekly from 2026-09-01 as specified), idempotently files then weekly-nud
catalog-c5-l1	DONE	launch-critical	content-item	C5 payment-rails-decision-map: OPEN by naming the learner's own artifact ('a deployed vault app that earns nothing' — reviewer fix); teach Solana Pay 	courses-academy courses/stablecoin-agentic-payments/lessons/payment-rails-decision-map/intro.md: opens naming the learner's artifact — line 5 'You finished Course 4 with a deployed app and a published client. It earns nothing.' Solana Pay taught as a decision,
catalog-c5-l2	DONE	high	content-item	C5 token-or-token-2022: reuse token-standards (881w) with THREE mandatory corrections (delete 'Limited DEX support' table — parity now; replace deprec	courses-academy courses/stablecoin-agentic-payments/lessons/token-or-token-2022/: all three corrections applied — (1) 'Limited DEX support' framing gone, replaced by 'That framing is dead… DEX and wallet support is at parity'; (2) 'getAssociatedTokenAddress fr
catalog-c5-l3	DONE	high	content-item	C5 subscription-authority-and-allowance: pin @solana/subscriptions 0.4.0 exactly (beta tag is 0.4.0-rc.2); subgoal 3 branches on fetchMaybeSubscriptio	courses-academy courses/stablecoin-agentic-payments/lessons/subscription-authority-and-allowance/: version stamp pins '@solana/subscriptions@0.4.0 exactly' with the beta-tag trap called out ('beta dist-tag currently points at 0.4.0-rc.2… will install you backw
catalog-c5-l4	DONE	high	content-item	C5 recurring-delegation-paid-tier: THREE SEMANTICS each a quiz item (second pull same period fails AmountExceedsPeriodLimit; cap resets on rollover; s	courses-academy courses/stablecoin-agentic-payments/lessons/recurring-delegation-paid-tier/: all three semantics taught and quizzed — q1 = second pull same period fails (AmountExceedsPeriodLimit, crash-and-retry scenario), q2 = skipped periods do not accumulat
catalog-c5-l5	DONE	launch-critical	content-item	C5 meter-an-endpoint-with-x402: THE SINGLE BIGGEST STALENESS TRAP — teach ONLY the scoped v2 line @x402/{core,svm,express,fetch,next,mcp}@2.19.0; froz	courses-academy courses/stablecoin-agentic-payments/lessons/meter-an-endpoint-with-x402/metering.md: only the scoped v2 line taught — import/export table and code all @x402/{core,svm,express,fetch}@2.19.0 (version stamp checked 2026-07-25, published 2026-07-17
catalog-c5-l6	DONE	high	content-item	C5 pay-the-402-programmatically: teach the empty-body fallback (some servers put the whole base64 envelope in the PAYMENT-REQUIRED header — the #1 int	courses-academy courses/stablecoin-agentic-payments/lessons/pay-the-402-programmatically/reading-a-challenge.md: empty-body fallback is failure-mode #1 ('Some servers return an empty body and put the whole base64 envelope in a response header'; pipeline step '
catalog-c5-l7	DONE	high	content-item	C5 budgeted-agent-with-a-hard-cap: HARD SCOPE FENCE — no SendAI Agent Kit, no ElizaOS, no LangChain, no Vercel AI SDK; the 'agent' is a TypeScript loo	courses-academy courses/stablecoin-agentic-payments/lessons/budgeted-agent-with-a-hard-cap/the-budget-is-the-agent.md line 7: 'No agent framework. No SendAI Solana Agent Kit, no ElizaOS, no LangChain, no Vercel AI SDK. The agent in this lesson is a for loop.' 
catalog-c5-l8	DONE	high	content-item	C5 write-the-deep-dive: teach the artifact SHAPE chapters pay for (problem → minimal repro impl → three biting semantics → runnable repro with EXACT p	courses-academy courses/stablecoin-agentic-payments/lessons/write-the-deep-dive/the-shape.md: teaches the paid-artifact shape 'banner → problem → minimal implementation → the semantics that bite → a runnable repro with exact pins → the boundary', with the date
catalog-c5-l9	DONE	high	content-item	C5 submit-and-what-you-built: recap names the full five-course through-line; Earn calibration — promise 'your first $500–$5,000', NEVER 'get hired as 	courses-academy PR #6 (merged 2026-07-25) + #15 (explanations). courses/stablecoin-agentic-payments/lessons/submit-and-what-you-built/: what-you-built.md names the full five-course through-line (C1 signed tx -> C2 vault core -> C3 program+credential -> C4 npm 
catalog-lad-1	DONE	high	process-rule	Ladder rule 1: a module may not jump worked-example → independent-write; at least one intermediate rung required; a concept-retrieval lesson between t	Checklist: courses/CATALOG.md section 5 'Authoring rules, enforced at review' rule 1 (merged via courses-academy PR #5, the in-repo authoring contract). Audit of the shipped rung map (all 49 lessons, C2-C5): every module fades worked-example -> subgoal and/or 
catalog-lad-2	DONE	high	process-rule	Ladder rule 2: subgoal labels must appear as literal numbered comments in starter.rs/starter.ts, not only in prose	All 10 shipped subgoal-labeled lessons' starters carry literal numbered comment headers, verified by grep: C2 types-and-mutability ('Subgoal 1 of 4'...'4 of 4'), borrowing-shared-vs-mutable ('Subgoal 1 of 3'... plus compile_error! naming the subgoal), enums-op
